node1,node2
P02747,Q14562
P01130,P05813
Q01831,Q9UBQ0
Q96EK5,O75884
P51817,Q14562
Q9ULV0,Q9UBZ4
Q6PCD5,Q8N1L9
Q9NZN4,P32971
O00220,P78406
Q12860,Q8WVM0
Q9UJV3,O95696
Q13470,Q14134
Q99459,Q9P0K7
P22674,P49643
P52948,Q5T2W1
P16234,Q9UHN1
Q9BTC8,Q14686
Q9BXW9,O00189
P43246,Q96L92
P09769,O43293
Q01658,Q16595
Q9Y5X1,Q02297
Q01518,P35568
Q96NE9,P32246
Q9BT25,Q8IVH8
O00623,P35228
P13805,Q12841
P84022,Q96DE5
Q969R2,P78362
P61962,Q6ZRS2
Q9NQT5,P01730
P52565,P80098
Q9Y3Y4,P11308
Q99594,Q9UGL1
O43865,P37023
Q9UPV9,Q6P0N0
P11362,P61925
Q9NPF7,Q96NY9
Q99767,Q9H7D7
Q15562,O60762
Q13362,Q8TCG1
Q8N1L9,Q15327
P61457,Q9BQE4
Q9NQB0,Q06830
O14508,Q93063
P31689,P19438
Q86YC2,Q15811
Q08334,P08588
Q13362,Q14134
Q01658,Q86U86
Q9H410,O15123
Q15834,Q9UIB8
Q9Y271,P49810
Q02156,Q9H9Q4
P24863,Q9HCG8
Q00839,Q9Y3M2
Q70IA6,Q9BQ95
P08949,Q96PU5
Q13439,P17931
P02671,Q70EL2
Q9NPF5,Q9H2G9
Q02156,Q14790
P08581,Q96B97
O15446,Q15365
Q14865,P07942
Q7L2E3,Q9UBB5
Q92886,Q9Y6B2
Q08334,P24539
O14599,Q9P2R6
Q9HD26,P55735
Q9UNE7,Q8TAA9
Q13464,Q9Y5P4
O43745,O43513
P00374,Q13505
Q9BVM2,Q9UBF1
Q8TES7,P08581
Q7LG56,Q8IY18
Q9HBI0,Q96M61
Q14681,P41236
Q9NRD1,O43189
P01275,Q9Y2K6
Q16656,Q96QC0
Q99933,Q06455
O75334,P35998
Q8NBZ0,Q9BQG0
Q01974,O15455
Q9H410,P33552
Q9BY77,P12814
P50895,Q13227
P53567,Q96AX1
Q8IXI2,P61218
P17661,Q8IYB3
Q9H7D7,Q99962
O00548,Q9UN37
Q5VTR2,Q9BRQ0
P30990,Q9HAU4
P09668,O14662
O43765,Q16478
P37840,P34998
Q9H6T3,P42025
P16860,Q9H3S7
P0CG13,Q9BW27
P19086,Q16890
Q15468,P18850
Q9H5V8,P61968
O15020,P51965
P49675,P67936
Q96B02,Q9UQC2
P30049,Q15744
Q86U06,P78348
P48643,P17600
P04075,Q92888
Q92974,Q9P209
Q15762,O60264
P63279,Q13637
P24390,Q00613
P55209,P05813
Q8TBZ2,Q86TM6
Q9UM54,P16389
P0DI81,Q86U70
P39019,Q14114
Q9BPW8,P40938
Q9BSB4,P24941
Q13554,Q9UK73
Q15054,P56537
Q99828,P06307
P43026,P05106
Q9NVR0,P50995
Q15648,P16112
Q7L8J4,Q13509
Q9Y228,O75056
O95817,Q96T60
Q99612,Q9NT62
Q99436,Q96HS1
Q66K74,Q8WVY7
O95721,P10275
Q9H5V7,Q96A56
Q9UBE0,O75884
Q96L91,P50750
Q14999,P53992
Q8NG41,P49917
O75161,Q9NPF4
P00488,Q6VY07
P20248,Q96CS2
Q9H3U1,Q92828
Q9NQL2,P57682
P06746,Q9H5V8
Q9UGJ1,Q9UBN6
P62508,P05108
Q13474,Q9NZN4
P56192,Q15599
P46777,Q14114
Q15435,Q04721
O75312,Q8WUA4
Q13535,P61201
P02795,P39060
O75144,O00628
Q96BD5,P46821
Q9BWN1,Q13501
Q7RTV0,P40939
Q9HCU9,P78423
Q9UJX2,P10071
Q9H2F5,Q9Y3T9
P61158,P98160
P51787,Q02880
Q9Y678,Q86WX3
P14316,Q8N6Y0
O15372,Q9NS00
P14784,Q96J84
Q9UKV8,Q9UHX1
P49711,P84085
Q16739,Q07157
Q9H939,Q9H161
Q9H2F5,P22460
P35250,P21728
Q93034,P60660
Q16533,Q8IZP0
P18545,Q9H469
Q99961,Q9Y2K6
Q99653,Q9UFG5
Q8WVM8,P41273
Q9NRW1,Q6PJG6
Q9UHW5,Q8IWI9
Q15054,Q9HCJ0
Q5VTR2,Q9NPC6
Q9Y3C7,Q9NZN3
Q06418,Q07021
P18827,P51172
P49716,Q9H5I1
P41146,P49848
O43752,Q5SW96
P17947,P53618
O75575,Q9Y2Y1
Q8WX93,Q96AH0
Q14106,P33552
Q9BZW8,Q86US8
Q96RR4,P62318
Q9H204,Q9H6R0
Q6TFL4,P54136
O14746,Q9Y2Q5
P51955,Q9UK41
P01374,Q9NRI5
Q9UKV8,Q86UE8
P09914,Q14BN4
Q9NPB6,Q13523
Q96RN5,Q9NQX3
Q9BX59,Q8N3U4
P02768,O75694
P08235,Q86WV1
Q13588,O95163
P61371,Q8IZD4
Q13547,P17152
P13804,P28827
P20336,Q8WYJ6
P29622,Q8TBK2
Q8WZ42,Q6ZYL4
P38936,Q96JN8
Q9ULG1,Q96LD8
P21926,P52435
Q13503,Q8NC69
P46734,Q8IWZ8
Q09472,P31942
Q15759,P06702
P07996,Q9H553
Q9H9E1,Q8NHM5
P11047,P62277
P00749,Q8NHG7
P23769,P57105
Q8TDU9,O15533
Q9H1K1,Q9NVX0
Q15131,Q12841
P26640,O00124
Q9UI14,P51817
Q13492,Q8N3X1
Q9UHP3,Q15311
Q9BQ95,P01892
Q96GM5,Q9H5I1
O14796,Q86U06
O95983,Q8IWT3
Q14566,Q07864
Q8WYP5,P28827
P50895,Q09019
O60826,Q16613
Q99626,Q9NPI8
Q9UL54,Q86US8
Q09472,Q9P2R6
O43913,P01730
Q7Z4G1,P10588
P41220,O43572
P04049,P21675
O14733,O75448
P29376,Q13619
P28161,Q13619
O75348,P09382
Q99583,Q96JN8
O43719,P35658
Q07352,P12757
O95352,Q9UJW0
Q92800,Q05469
Q16623,Q15466
O14862,Q9Y6J9
Q14739,P55735
O75436,O15457
Q9BXM7,Q9H147
Q08117,O14893
P01042,Q92888
O95460,Q9Y570
Q9Y6I7,Q8N1I0
Q6GTX8,Q9UPW8
Q8TBZ3,Q96IV0
P61019,Q15019
P17661,P0CG47
P31948,Q9Y4A5
Q92854,Q96B36
P60866,Q96EZ8
P26010,Q5H9F3
Q8N5H7,Q9H816
P60484,Q9Y2Y0
P19320,P81408
P23921,Q14681
P48556,Q99519
Q9H221,P24390
P19883,Q9H270
Q9UQB3,O75840
Q8IWI9,P30499
P57740,P14923
P68431,Q8NI27
Q5D1E8,Q16890
Q12923,Q9Y6Q9
P16403,P21781
P41134,Q8N5H7
O15372,P62140
Q9P2M1,Q6NYC8
O95835,P30405
Q9Y2Y9,Q9Y5S2
Q9NTI5,Q8TDY2
Q7L804,Q9UP52
Q14494,P28161
Q96EB6,Q96RR4
Q14203,Q9NP64
Q93009,Q9NP97
Q7L523,Q13404
Q9NRY2,Q9NZC9
Q6P2Q9,P24390
P62508,Q15404
P43489,Q76FK4
O60516,P35227
Q9Y5R8,Q13478
Q8N1F8,P18848
P78371,P43628
P07093,Q92956
Q9UQ35,O95977
P28074,Q99593
Q9P2R6,P17600
P35658,Q13761
O43745,P09668
P12314,O43390
Q6IA86,O60609
P27701,O00541
P63096,Q2M2I8
O15516,Q9UK97
Q8WYH8,O75461
Q15785,P38432
P04075,P19404
Q9H9Q2,O14867
P55039,Q13351
Q9BPX3,Q13554
O95835,P23396
O94889,P98160
O14544,Q9UM73
P50150,P40939
O95571,Q13224
P10114,Q92599
P26927,Q9P0U4
Q03014,P61968
Q96HN2,Q12851
Q92973,Q9Y3R0
Q08881,Q16539
Q9UJX5,Q71DI3
Q9NTJ3,P43320
P02751,Q13315
Q9UJX4,Q00526
P33897,Q9NZ94
P26640,P62913
P02647,O75592
Q5T5X7,O14727
Q96SB3,P50616
Q5PRF9,Q8TD31
P36894,O60232
O43752,Q7L523
Q6R327,Q13087
P28324,Q03111
Q9Y2Q5,O00303
Q9NUX5,Q9UNE2
P50213,Q9HCS7
Q9H221,Q9NZN4
Q92747,P55010
Q5MJ70,O00541
P11831,Q8TDN4
P60880,O43521
Q13287,O43683
P27482,Q86U86
P04637,Q6PH81
O75367,Q9H4L5
P42685,Q9BUL8
O60296,P40227
Q96EV8,Q13285
Q9BZL4,Q5VVQ6
Q99574,Q70CQ1
Q08345,Q9ULZ2
Q9H444,P53367
Q53T94,A5YKK6
O43745,Q92643
P49840,Q96H20
Q99741,Q5S007
P61254,Q14183
Q6IA86,Q9UQ35
Q15019,P83916
P55957,Q14192
P01106,P30622
O14746,Q99719
Q6KC79,P26374
Q9Y2H1,P11171
Q5PRF9,Q9H0M0
O96013,Q9BU64
Q13115,Q15361
Q9BPZ7,P61952
Q969T9,Q6PI26
Q96B01,Q8WV41
Q9UPT5,P06239
P00813,Q9H4X1
Q06187,P42701
Q96LK0,P84095
O00241,P22736
Q15543,P62328
Q99661,O60756
P11441,O95163
O14744,O75791
Q14657,Q9NVF7
O43307,Q8IVI9
Q9Y2W1,Q8IYB3
Q86U86,P62736
Q9NR46,Q5XUX1
Q12816,P19419
P31942,Q96EP0
O94966,P42701
O60927,Q86UL8
P10109,Q9Y4A8
P31321,P04083
P12755,Q01844
P26599,Q96I34
Q9UPT6,P61020
Q8IXI2,Q4LE39
P19256,Q8IU81
Q5SW79,Q92934
Q9NQG5,P08833
P28324,Q9HCS4
P04234,Q92813
O75529,P07992
Q9UI47,Q9BVG8
Q96AE4,P0CG47
O60880,Q9UBP5
P49910,Q9UM54
P23771,Q16478
O75461,O14594
Q01968,P09382
P49454,O15455
Q9BVP2,P05813
P06753,P00374
Q9NSE2,Q969T4
P21506,P02747
Q9UPM8,P61587
Q9HB19,P57678
Q99081,P36542
Q99973,Q9NQB0
Q9UBF8,Q8NC69
Q6PCD5,Q9UK41
Q86U06,P12814
P01303,O75800
P21953,P16104
Q6AHZ1,Q16595
Q92747,P51617
Q99683,Q9GZR2
P12314,P09622
P11441,Q13153
Q93074,Q9Y2K2
P02749,P0CG47
P62995,P21796
Q9UDY2,P35998
Q8IZP0,Q9BW61
Q9P246,P21731
Q08117,Q96QC0
P28907,O95071
Q15542,Q96EK4
O14649,Q8WX92
Q99683,Q9BUL9
Q9H9F9,Q15386
Q96G25,P23582
Q8WWN9,Q9HCN4
Q8TEP8,P51668
Q9H9Y6,Q8TF40
O00232,O75884
Q14194,Q13838
Q13310,Q00975
Q8NCQ7,P51948
Q92974,Q9NY12
Q96II8,Q96FJ0
P41145,Q9UKJ3
P11912,P09326
P98177,Q8NF50
Q9Y2Q5,P28065
Q16513,P49354
P22455,P40926
P47928,Q96M61
P09914,Q92917
P31273,Q15691
Q9NRF2,P07315
Q9NQL2,O75969
P18031,Q8IXW5
Q13224,Q9Y2D8
Q8IVP5,Q96JC9
Q9UHL9,Q9H9Q4
Q9NPD3,O94906
O60674,Q9NZN3
Q8WWL7,Q9BW27
P61970,Q96T37
Q9Y6W8,P42262
Q9UKI2,Q9UQ35
Q8NBZ0,P61244
Q9BWU0,P49763
P35637,P51884
P98177,Q8N5Y2
Q6PIL6,P20336
Q03001,Q8TAP6
Q92845,Q9BUN8
P61326,Q96AY2
P05107,Q9H9E1
O60840,P01583
P35368,P10912
P26371,Q9UNN5
Q92736,O43264
Q9NYB0,Q13901
P53985,Q13185
Q13387,Q15363
Q8IVP5,O75326
P62263,P06702
Q9BZE9,Q8NDV7
O96028,A0AVT1
Q9Y4Z0,Q96SD1
Q9UBY9,P21453
Q13347,Q9P287
Q969T9,Q06323
P04626,P52735
P43146,Q15562
Q9UQ26,P45985
Q9H9A7,P05156
Q9NRG0,Q8WW01
Q86TM6,P46019
P63151,Q9NVK5
P13760,Q06830
P61764,P56817
Q75N03,O75914
Q9H446,Q8TEK3
P81133,O96020
Q9BU64,P50591
Q9UKA4,Q9BSL1
P00750,P42262
Q8NEM0,P54725
Q53G59,Q13163
Q13285,Q9H0M0
O95816,Q12888
Q5QJE6,Q12934
Q02080,Q96F07
Q4G0J3,P51571
Q13115,O15066
P09769,P15813
O43264,P50151
P07996,P24588
O75145,P29320
P52799,Q99075
P43630,Q9Y2W2
P55085,P15408
P50570,Q86SX6
O43439,P36405
Q9H2L5,Q96JB2
Q00577,P06734
P51679,Q9H0E2
P51572,P78406
Q13503,Q9ULV8
P51553,Q9Y2W7
P11473,Q96A56
P17861,Q9NV56
Q15287,Q9H1D9
Q6ZNE5,Q15173
Q9BXS5,Q96FJ0
Q6QNY1,Q9H9S0
Q99575,Q12769
Q92754,O75334
O75439,P57678
Q9H3U1,Q3LFD5
Q9H1A4,P07947
Q2M1K9,P01275
Q9NS91,Q15915
O14646,O43924
Q9BV73,P36894
Q13283,Q8N5R6
Q8WUF5,O00716
P62304,P05156
Q9NWF9,Q71U36
P54578,Q9NQ29
P10275,P08247
P22681,Q9Y3C7
Q9HAW0,O60678
P26842,Q8IY18
Q9UKT9,P30154
O43172,Q9H0U4
Q15633,Q9Y2Y4
Q9HAT0,Q8TB52
Q13422,P16220
Q14BN4,Q8TDY2
P52594,P35638
Q01970,P13671
P15976,P01889
P63316,Q9H4B6
Q96PU5,Q9UJF2
P51808,Q93008
Q6GPH4,Q02297
P51693,Q15262
O75925,Q86U42
O75143,P17706
Q13485,P21810
Q13347,Q8N122
Q5T5X7,P22307
Q9H9F9,P00488
Q9H0F6,Q16548
O94782,Q15836
P21802,Q13115
Q16832,Q05516
Q9NPJ8,Q9P2Y5
Q8WZA2,Q9UBN4
Q02763,Q06481
Q9BVC4,P02792
P02730,O75334
O43665,Q99683
Q9HCE7,Q9P2K3
Q9Y2V7,Q96T60
Q9GZL7,P21333
P52565,Q9NZN9
P27986,P08962
P08238,Q92754
Q14691,P05108
Q9NSE2,P28360
P43403,P41236
Q07325,P84103
P42701,Q9H0M0
P28062,P0C1Z6
P17480,P43320
P31273,O95503
O60285,O43251
Q9BPX3,Q7Z417
Q9H9S0,Q13404
O94966,Q9UM07
Q15369,Q9H334
Q9Y3E5,P19387
Q9H0E7,Q8IY57
Q99653,Q8TEW0
P12757,Q16740
Q9H422,P05813
Q9C086,Q01105
Q9UQQ2,P11166
P10155,P15924
P02743,P52597
Q8IY57,P13688
Q09013,Q9Y6B2
P02654,P14923
Q6NZY7,P08637
P19544,Q9BUZ4
Q05193,O60830
P83916,P49795
Q15796,Q9BWC9
Q7L590,Q96F07
Q99665,P85298
P29376,P22455
Q96A72,O14867
Q8N4P2,Q9BWW4
Q9NPD3,P00751
P38646,O15533
P01241,Q99618
P50748,Q8N1L9
P50750,O94888
P36894,P13598
Q9NVU0,P52952
Q99638,P07737
O15078,Q13163
O95400,P43250
O95628,P62834
Q9NZV8,P20936
Q12770,Q9BQ67
Q9Y215,Q86SZ2
P17096,Q9NP71
Q9HB19,Q02487
Q9BZE9,P08246
P62333,Q08722
Q9Y2A7,Q96AY2
Q99759,O43236
Q99466,Q6VMQ6
P05231,Q2NKJ3
Q9H4P4,P08833
Q15349,Q9NPC8
Q02224,P29460
Q9Y3E2,Q15746
Q9ULI3,P07900
P42345,P40227
Q8NCE0,Q9Y6Q5
P49796,Q15334
Q13464,O43913
Q16666,Q16650
P38646,Q9NWT8
O95677,Q86T82
P41146,O75717
P09619,Q00872
Q8TDR0,P01563
P46934,O75800
Q9Y2V3,Q4VCS5
Q92851,P40939
P04141,Q16478
Q8WWN9,P10646
O43741,Q8IWI9
Q5T2W1,Q8N5R6
P45983,Q7L9L4
P06307,O95600
O75164,P05546
P49069,P20273
Q8NDX5,Q9Y3E7
Q9UDY2,Q13643
Q9UBT2,P54725
P07954,Q8WVY7
Q9BXM7,Q12778
Q8ND04,Q9NQ25
Q9UIF9,P11308
P54098,Q86U86
Q16555,P00167
P27695,Q8TEL6
P47224,Q9UHB7
O60437,Q14183
Q9Y5B8,Q6R327
P61371,Q96C03
P09486,Q9H081
Q8WV24,Q12959
Q9ULZ2,Q8N1I0
P08908,Q9BZE4
P13760,P19532
P18433,Q2TAY7
Q9BQG0,Q5JVS0
Q99575,Q96T37
Q9H0E3,Q9HBZ2
P12272,P32239
Q9UKC9,P02452
P33897,O60683
P10914,P19532
Q9UJV9,Q9NR33
P61201,Q9NWS0
P23634,Q8NA54
Q06828,P60033
P49407,Q6NYC8
P49810,P41273
O95997,P48378
Q8TAF3,Q9UL54
P35250,Q14240
Q9UPU9,P30988
Q14168,Q15562
O14983,P15382
P36957,P49918
Q9BTV7,Q9NRL2
P49759,Q07011
Q9UMX0,Q9NRD0
Q15008,O95704
Q8TBA6,Q5XUX1
O00213,Q9H9H4
Q13625,O00329
Q96NE9,P12757
P30511,Q6VY07
P50542,P81408
P56270,Q9P287
Q9NX47,P02647
O75460,P28069
Q9UJC3,Q8WW38
Q9Y2X8,Q00722
Q05397,O15519
O60684,Q8N5C8
O43665,Q16526
P31350,P68363
Q02223,Q92966
Q5PRF9,Q15404
Q16629,Q8IY92
Q96Q42,P08195
Q05086,Q76N89
P51617,P21453
O60716,P15260
P22455,O95319
P20290,P63010
Q13952,P15813
Q13705,P11474
Q9UNA4,P11277
Q12947,Q99567
O94842,Q13200
Q99459,Q9HC52
Q99638,P17812
Q15287,P39748
Q9NQ25,O60291
P20333,P39748
P29373,P37840
Q68CP9,Q8N488
O14948,P38484
P11912,Q6GPH4
P21506,P20337
P12757,Q9H0M0
O00148,Q9BUN8
O95793,O00567
Q9Y2W1,Q9NPI6
Q99626,P60604
P02671,Q15459
P07858,Q9NZ43
Q13310,P51679
Q9H4B4,O75509
P05023,P38606
Q15424,Q9H6R0
Q6PCD5,Q13507
P15941,Q15506
Q9P275,Q9UNN5
P06239,Q9H147
Q9H845,Q8IVH8
Q9UNY4,O14879
Q9H5V7,Q5U5X0
Q13829,O75030
Q9BUJ2,O75940
Q9UPW8,O43597
P18206,P35625
Q8NHG8,P17861
Q01970,Q96RT8
Q9BZL4,P17544
Q9UHP3,Q8N7R7
Q5TKA1,P41279
Q08881,Q969P5
O60504,Q9Y3E2
P32971,Q9H1D0
Q8TF74,Q9BW27
Q9H9H4,Q13571
Q14161,P35236
P55039,O75369
Q16825,Q13588
Q92887,P25815
Q99612,P07237
Q9UNY4,O60683
Q8NB91,P21453
Q9C026,Q9BSV6
Q9Y566,P61158
Q9UPY6,Q9UPN7
O00192,O15068
Q96MF7,P08519
Q9Y215,Q9H6D7
P51812,P50591
Q15003,Q9UQM7
Q14657,Q8WXH0
Q7Z6M2,Q9UJY4
O15259,Q5T6S3
Q96P70,O75791
Q9Y2Y4,Q99519
Q9NY33,Q13287
P49639,O95319
Q13144,O95243
O60762,Q9NT62
Q99081,P04150
P61204,P51825
Q9Y620,Q6EEV6
Q9UK80,Q9Y262
Q15369,P08519
Q9UKW4,P42262
Q96CS2,P01584
P28074,P02748
P08700,Q9NQC7
P49760,P51617
P35052,P06734
P32302,Q00534
O15550,Q15025
O60739,P10145
Q15485,P35548
Q12906,O60232
P07711,P08922
P46060,P20807
Q9C0C4,Q9HBE1
Q00688,Q9UHC6
Q9NRW1,Q8N5C8
Q9NZN5,Q9NVK5
P08700,Q13642
P18621,Q12774
Q96C03,P15172
P43686,P25024
P08235,P38936
O94874,Q14565
Q13283,O75478
Q9HD42,P49754
P41091,P85037
P27037,Q9UGI8
Q14790,P61968
Q99700,Q9UBP6
Q13153,O14579
P31321,Q6PIJ6
P28799,Q9Y570
Q86UP2,Q9UNK0
Q9P246,O00124
P01375,Q86US8
P30876,P31150
P08684,P56178
Q9Y2U8,P50151
P15531,Q16478
Q9NSC5,Q93063
Q9BYW2,P01019
Q96GM5,Q03111
O75629,P04085
P62873,P14921
Q8IY92,Q969G3
Q8N1E6,Q6NZ67
Q9Y4G8,P39905
Q14004,P61978
P15151,P09651
Q12962,P16234
A8K0Z3,P36404
O75586,P35241
P17812,Q9NPP4
Q9BXW9,Q15386
Q13200,P10909
Q7L014,Q9C0C4
Q02750,Q6FI81
Q16543,P41279
P49682,Q6IAA8
Q9Y6Q9,Q86TM6
P41238,Q9BV36
Q9BXL8,O00287
Q99653,Q9BZD4
Q9NR55,Q86TM6
Q9H6Z9,Q9NVI1
Q15672,Q9GZT8
Q14739,P35625
P63211,Q9NRR4
P21506,Q13224
P85298,Q15744
O75815,Q9UL62
O75396,Q15361
P07998,P14210
P48059,Q16613
Q12996,Q15046
P24001,P10909
P28907,Q14676
P78356,Q9Y6D6
Q9UQB9,Q9UIF9
P18077,P26371
Q16650,Q86XK2
P49763,P35236
P37023,P34130
P26641,Q9NRY2
Q9H4M3,Q7L8J4
P52306,O95400
P78543,O00167
Q9Y574,O15297
Q86VN1,Q96AX1
P53985,Q15468
Q01453,O75934
Q92917,O60678
Q9Y6R4,P28161
P28069,Q96JB2
Q12923,P26717
Q8N1F8,O60927
Q86XR7,P31930
P01042,Q15465
P53611,Q96SW2
P21583,Q8TEW0
P50150,Q9H7Z6
Q9UL18,Q9BXH1
P29466,P49757
P83876,P29320
Q9ULX6,P49840
O75317,P08684
Q15013,Q7Z412
Q15628,Q8N3Y1
P33897,Q13542
Q9HAP2,Q8NF91
P60891,O60739
Q9UBU9,O14713
Q92886,P05386
Q99574,Q9BRT9
P31751,P10828
P35637,P01275
O75943,Q9H0D6
P42345,Q8NB16
Q5VV67,Q93063
O95198,P49257
P63261,Q9UIV1
Q9BUB5,P02748
Q86YP4,Q15836
Q02763,O95229
P38159,P48546
P08581,Q13351
O15527,Q86T24
Q15834,Q9UIF9
Q13523,Q9UPN7
Q9NPJ8,Q96NY9
O95140,Q9NY93
Q99471,Q12967
Q9BQ15,Q86TM6
Q13485,Q8TBB1
Q9BSL1,Q9BZK7
P55085,Q4LE39
Q8IWZ8,O43293
Q13217,Q9GZT9
P19022,Q9Y5V3
O43184,O95714
P68106,Q7KZ85
P01189,O43913
Q13503,Q6NZY7
P30203,Q13541
O00566,Q9BZD4
Q8IVT5,P62834
Q9Y2Y1,Q7L5Y6
Q92696,Q9BQ52
Q96BH3,Q15459
P07948,P62753
Q99081,P07998
O75865,P0C0L4
Q5T4F4,P78314
Q9Y6N9,P09211
P01106,Q9UHB4
Q02080,P09622
Q99743,Q9NPC8
P54577,Q13277
Q9H0C5,Q9UM73
P29460,Q9BZJ0
Q9H2G9,P26367
O15371,Q15915
P20290,Q96AX1
Q13042,O94817
O43143,Q9GZT9
P61254,O60678
Q08881,P07951
Q8TEL6,Q13509
P20719,P17947
P49682,Q9HB90
P63165,Q8IWI9
Q9UPW8,Q9HAZ1
Q8NI35,P01583
Q9NZN5,P21817
Q9Y6R0,Q70EL2
O94888,Q15427
Q9Y2U8,Q7Z628
P16860,Q16595
Q13137,Q13239
O60296,Q9Y6X3
Q86VN1,Q99640
P51911,P19404
P50613,P45880
P16070,O43242
P54257,Q07890
Q9GZZ9,Q9NSC2
Q16665,Q96BH3
P48509,P08519
O95639,Q12967
P49916,Q86XR7
P28336,Q9P1A6
Q13188,P51636
P49642,Q16695
Q8NC51,O15265
P23025,Q8TAA9
Q9Y6W5,Q15386
P61326,P50461
Q5TKA1,P54764
Q99590,Q5VTR2
Q01892,Q9H0K1
Q9H2G4,O75326
P49716,Q92540
P19338,Q9NRD0
Q7Z4H7,P41180
Q9H9Q2,P48730
O95433,Q9H9E3
Q9UNE7,Q14814
P50991,Q15349
Q7L804,O95071
P09874,Q9NP64
O15061,Q9Y6F1
Q9UL25,Q9UQ35
O00241,Q9Y2X8
Q6NYC8,Q9NQ66
Q9UGJ0,Q9HD67
Q9Y679,P61086
Q92973,O43683
Q93009,P07288
Q8WUH2,P08709
P18827,Q13113
Q92834,Q92613
Q92889,P49715
Q8NBZ0,Q5VTB9
Q13492,P29376
P35637,Q96D31
P26374,P61619
P24522,Q14183
P51677,P32004
P78362,Q9NZC9
Q9BWU0,O14579
O14832,Q96A44
Q9BRT9,P61081
Q00403,P13224
Q6GQQ9,Q13501
P15407,P54646
P51553,O43257
Q99590,Q8NFZ5
Q14566,Q6N043
Q6PI26,Q6PH81
P20151,P11362
Q6IE81,Q9H6Z9
P07332,Q9UK53
Q99873,Q9H765
Q9BSL1,Q99466
Q9NPF5,Q9HC52
P41235,Q03135
Q9Y215,Q13156
Q8NHY5,O60240
Q9UQ84,P49768
P36404,O95190
Q14749,Q9NZJ0
Q7Z3Z4,Q8NCE0
Q7Z4I7,Q8IUH3
P60880,Q9UQK1
P13232,Q9H2X3
Q06323,Q9NPA8
P21675,P05549
Q9H2G9,P31150
O75899,Q9Y3L3
P16109,P11166
P05362,Q03933
Q9NV58,P25705
Q6P1M3,Q9H7Z6
P36956,Q6VMQ6
Q53T94,P43403
O15078,Q15466
P00492,Q6UXN9
Q8NBT2,Q02880
P21941,P28072
Q9UBT2,Q9BRQ0
Q9NZL4,O95944
P46695,P32239
P62324,P16284
Q8TDY2,O00303
P30989,P19404
O00622,P67870
O75909,O14867
P23467,Q96SU4
Q12959,O43665
P55273,Q92570
P50150,P04066
P40938,Q15361
Q8WYH8,P36941
P12268,P21796
O75604,Q14C86
Q14004,Q9H2X0
P22455,P50749
P36954,O43513
P02765,Q9BQ67
P50613,P15374
Q9Y3Y4,P42684
Q14118,Q9H254
Q9NS23,P46019
Q9Y4A5,Q86UL8
P43686,Q15075
O60496,Q0VG06
Q04864,Q9H0U4
P29322,Q9BXM7
P52756,P42773
Q63ZY3,Q96NA2
P17936,Q9UMW8
Q9BQA1,P08887
Q03431,P11177
Q92466,P10515
P35606,Q9BWT7
Q9H4H8,P51398
Q9UBD9,Q99471
P17252,P19419
O75955,P55060
P16070,Q6PI26
P10109,P16070
Q9BUL8,P56693
Q08397,P13671
P52565,P49755
Q9Y275,Q16082
Q9P0R6,P16860
P31942,Q92667
P61158,Q8WVC0
O75478,O14879
Q13144,Q96FJ0
Q16555,O75791
Q12874,P36954
Q9Y2Z9,Q8NG41
Q68DK7,P01023
Q9NP97,Q99584
Q12959,Q13470
Q9NQX5,P13726
Q9Y6N7,O43663
Q8NFH4,Q9NY33
Q9Y2X8,Q13114
Q13190,O43427
P07359,Q9NP64
Q8IVI9,Q9H469
P60510,P15018
P35568,Q9H765
Q04771,Q14565
Q7Z417,P62736
P55895,P00451
O00418,Q9UPS6
P33681,O00401
Q6AHZ1,O95503
P78423,Q8TBK2
Q9Y2T3,Q13501
Q9UER7,O15511
P42261,Q15025
P51693,P01730
Q99519,P02788
Q96N96,Q8TEW0
P05386,P15498
Q96RR4,P78527
Q9UHQ4,Q9HBM1
Q9Y6M7,P02545
O43184,P01106
P22459,Q8ND25
P12956,P31314
Q14116,O00198
Q96QC0,Q8WWW8
O60481,Q2M1K9
Q86XE0,Q15311
P61020,P67870
P98177,P61981
P38398,P37173
P35244,O95999
P08588,P35228
Q99627,Q13951
Q9UBV8,O75179
Q8N2W9,Q8WVB6
P53396,Q13838
Q14790,P25103
P06241,Q13285
O43189,P35638
Q96NA2,Q9HD67
O15230,P22695
O43353,P11277
Q13535,P21980
Q9UK22,O75461
O75446,Q9UNH7
P20963,Q9H9S0
O95630,Q01860
P40616,Q92636
Q14957,P62487
Q9UH73,P10809
O43294,Q86US8
Q13011,P46695
Q13045,P08962
P08575,P56817
P12314,A9UHW6
Q8N5H7,P67775
Q9H211,P15151
Q96H20,Q8TAA9
P16070,Q58A45
O00329,P02749
Q9H6T3,Q92837
O95477,Q92599
O15126,Q5VVQ6
Q9NYG5,P49795
Q03001,Q01130
Q9Y535,P08575
P46940,O43264
P00488,Q9UQ88
Q8NBW4,Q9GZR2
P19883,O60504
Q5T7V8,Q9Y263
Q9BQQ3,Q2M2I8
P35228,Q13061
P48556,O60437
Q16656,O75150
O76070,Q01638
Q9UBT2,P31948
O14936,P30305
P08621,P06756
Q9NUX5,Q9NWA0
Q9H1A4,Q12774
Q86YV9,Q9H9Q2
O43852,Q96EY7
P29323,Q13107
P43005,Q15599
P24941,Q8TAM1
P08922,P13010
O15055,O15066
O75367,P11308
