node1,node2,Class Label
2513,1589,1
2845,5035,1
2845,2369,1
968,5217,1
2300,413,1
3521,413,1
4009,1813,1
3844,534,1
2341,534,1
4689,2300,1
1657,2523,1
5088,4944,1
5016,1269,1
2797,4262,1
4468,4262,1
5288,339,1
5172,2523,1
4053,1370,1
1142,2523,1
1768,4279,1
4881,2523,1
4441,2523,1
5138,1119,1
1482,5468,1
1061,76,1
3873,2940,1
107,2523,1
4287,2523,1
4779,4043,1
4721,102,1
1785,102,1
430,2624,1
4656,640,1
2083,2523,1
3949,2366,1
3108,2523,1
4828,2366,1
5114,2523,1
2568,2799,1
494,4768,1
595,2523,1
3222,3974,1
571,1070,1
3848,4111,1
118,4737,1
1080,2482,1
2777,2482,1
68,2482,1
4031,2482,1
2759,2482,1
5463,2344,1
1080,5376,1
2777,5376,1
4031,5376,1
729,2845,1
1632,1532,1
2777,2153,1
1015,2153,1
2777,1080,1
1015,1080,1
68,1080,1
4031,1080,1
5430,3321,1
2797,3104,1
4468,3104,1
4670,166,1
1534,1269,1
2797,166,1
2814,987,1
4607,2587,1
2523,861,1
2375,2880,1
1121,2880,1
2523,1024,1
2411,2185,1
3410,3179,1
514,2063,1
1536,3243,1
4442,4656,1
5410,3515,1
2290,3274,1
4547,2063,1
5346,302,1
4606,4850,1
3461,2063,1
5206,3881,1
2099,2063,1
3676,1108,1
1,2441,1
2797,789,1
4468,789,1
4852,1350,1
1161,4962,1
5367,4962,1
5367,1161,1
2826,5050,1
4547,3935,1
3064,1752,1
4097,1119,1
2814,1119,1
4033,1119,1
4457,4791,1
4721,4126,1
1785,4126,1
1785,4721,1
1285,4721,1
869,1269,1
1720,2634,1
2148,3965,1
4306,5207,1
4407,913,1
3844,2169,1
4129,3244,1
3022,1269,1
4828,2211,1
4828,5346,1
4828,5084,1
3072,5084,1
2388,4828,1
2441,4828,1
1865,4828,1
3072,4828,1
4828,3949,1
3251,2223,1
3494,2456,1
26,2456,1
1255,450,1
1397,323,1
1865,15,1
3501,190,1
3527,4053,1
5246,4345,1
68,2777,1
4031,2777,1
2759,2777,1
122,2777,1
68,1015,1
4031,68,1
3535,2295,1
1124,2295,1
1624,2295,1
2363,3282,1
3919,4292,1
2513,765,1
410,3652,1
1488,13,1
1329,1297,1
2341,3294,1
3274,2341,1
42,2341,1
42,2711,1
5223,1269,1
4706,42,1
4706,3274,1
3919,4849,1
4547,1359,1
1785,1285,1
4468,2797,1
3309,1269,1
1624,3535,1
410,1359,1
1624,1124,1
347,12,1
1525,1269,1
4643,999,1
2969,5188,1
2969,1259,1
1011,1269,1
2969,5473,1
3947,3809,1
5016,3809,1
2177,3809,1
2966,3809,1
1345,1269,1
2966,1461,1
2941,2098,1
3947,2098,1
4470,2098,1
3687,1269,1
3407,2098,1
3687,2098,1
3907,2098,1
3257,2098,1
3418,2098,1
3918,2098,1
128,2098,1
4932,2098,1
1129,2098,1
4322,2098,1
4738,2098,1
4574,2098,1
2941,2310,1
379,2310,1
2969,1269,1
1291,1269,1
72,1269,1
4046,1269,1
1544,1269,1
3144,1269,1
4795,1269,1
4229,1269,1
5488,4249,1
1739,4249,1
4466,4249,1
2805,4249,1
3605,4249,1
3958,4249,1
730,4249,1
3577,4249,1
1771,4249,1
3626,2648,1
907,4249,1
384,3536,1
3626,5103,1
4124,5447,1
3626,4329,1
2725,4108,1
3685,5237,1
3685,3727,1
1042,4108,1
3626,2293,1
1084,4108,1
3227,1863,1
5233,3257,1
3979,4108,1
1544,956,1
3626,4053,1
3487,4108,1
4918,2474,1
4918,3559,1
4918,4345,1
4918,4187,1
4918,3282,1
4918,670,1
4918,2391,1
1444,3626,1
3626,1657,1
202,2941,1
3101,107,1
4414,202,1
5264,2832,1
3407,202,1
2702,2763,1
2702,2948,1
202,130,1
1505,2379,1
1484,202,1
3805,5172,1
2934,202,1
2475,3626,1
4361,3004,1
4361,2878,1
4361,1520,1
5369,3700,1
2233,2429,1
5121,2339,1
2339,5077,1
3524,202,1
2339,5045,1
1551,4187,1
1551,3582,1
4257,4870,1
1187,4341,1
176,1387,1
176,3877,1
4441,202,1
1187,657,1
1187,134,1
4981,2997,1
4365,1459,1
4365,1468,1
134,1029,1
134,2065,1
1144,4353,1
1144,5066,1
4649,202,1
175,818,1
4781,202,1
2402,2133,1
907,3605,1
907,3684,1
907,3958,1
1809,3179,1
1809,953,1
4803,2933,1
3321,3101,1
3284,4081,1
5215,1883,1
799,1883,1
1883,3956,1
1312,272,1
549,65,1
673,5287,1
1068,2763,1
2885,3941,1
2885,2474,1
4280,944,1
4454,1198,1
4454,1095,1
1503,2031,1
1259,1100,1
2317,4117,1
3839,5075,1
1487,4111,1
4069,780,1
4575,3662,1
4925,1620,1
5488,1477,1
2563,3679,1
3144,3679,1
4659,2513,1
1477,3958,1
646,423,1
5214,4441,1
2934,3679,1
5214,4781,1
109,5472,1
1649,3679,1
3465,3679,1
2279,810,1
1597,56,1
291,5360,1
291,2617,1
5179,2501,1
5158,4088,1
1694,2338,1
2821,1077,1
2821,903,1
3854,4957,1
188,2765,1
4595,1269,1
4654,4106,1
4005,4106,1
2363,2391,1
2363,4187,1
4345,2363,1
3559,2363,1
2474,2363,1
4187,3282,1
4345,2391,1
4345,4187,1
1600,4106,1
1477,2750,1
5389,4250,1
4326,4106,1
3943,3603,1
4200,4106,1
1465,1949,1
5103,4005,1
5103,4603,1
4106,1016,1
200,5077,1
2907,5121,1
1182,4106,1
2017,3720,1
1198,4925,1
1796,1259,1
1315,3591,1
3727,1857,1
159,204,1
4246,1269,1
1691,4106,1
5074,1123,1
1973,451,1
1401,451,1
2797,1410,1
2140,4106,1
824,4005,1
2453,4106,1
1659,4523,1
4177,1595,1
5492,4106,1
1349,3056,1
2647,4106,1
1142,4106,1
1623,4106,1
634,4851,1
3972,4106,1
3354,1322,1
2819,2368,1
2834,4106,1
2738,1649,1
2738,2934,1
4248,2941,1
5404,4106,1
5182,1269,1
3897,2805,1
4008,1291,1
1700,3541,1
3243,4106,1
4854,2098,1
792,1089,1
2928,4106,1
625,4106,1
5225,4611,1
2553,2358,1
2553,451,1
2046,4106,1
603,3072,1
603,2586,1
1734,4106,1
3021,3072,1
3021,2586,1
3021,2366,1
1857,448,1
2523,3309,1
2523,2681,1
5350,2940,1
1430,2406,1
2368,1269,1
3669,657,1
2477,1465,1
2477,4523,1
577,1925,1
2247,1582,1
2438,4106,1
5264,1040,1
5264,1269,1
4500,3852,1
307,4106,1
2368,1259,1
3450,4138,1
4879,898,1
3210,474,1
3210,3508,1
3231,4106,1
3828,829,1
2199,4816,1
730,5488,1
4106,3851,1
4106,4832,1
484,2941,1
4150,3577,1
5086,1269,1
2968,2941,1
2807,2941,1
2941,3407,1
3257,2941,1
2941,765,1
765,2443,1
765,4466,1
2658,2941,1
5481,1448,1
2882,2941,1
830,4077,1
830,4816,1
4081,2941,1
1259,4927,1
2202,1717,1
4901,1269,1
4710,2941,1
1406,2089,1
2209,3849,1
2667,4552,1
2941,792,1
652,3384,1
2453,5083,1
3915,298,1
1349,298,1
2805,2941,1
5033,1349,1
1570,1857,1
3679,5430,1
1144,1269,1
2797,3954,1
4468,3954,1
379,2941,1
1349,2412,1
5033,1740,1
1740,298,1
1740,129,1
1360,2355,1
1936,2355,1
3154,4466,1
4477,1863,1
3154,1187,1
4795,1259,1
1700,2941,1
4795,3849,1
1444,3302,1
3386,3517,1
2941,1477,1
3398,2011,1
3958,2941,1
4932,2941,1
1129,2941,1
3257,4548,1
4969,2941,1
735,2501,1
1541,2941,1
2711,3274,1
2018,4273,1
5264,2453,1
2878,2941,1
1100,1269,1
5270,3154,1
347,2941,1
1070,2866,1
643,2866,1
137,3173,1
4630,2948,1
2822,4722,1
911,1028,1
1217,128,1
4632,3974,1
3858,4722,1
4384,833,1
548,1185,1
2807,484,1
2211,15,1
3470,3117,1
338,3366,1
5488,484,1
5065,1118,1
3476,1118,1
2424,1269,1
741,5487,1
3261,4046,1
716,484,1
4414,2098,1
2807,2098,1
3117,3805,1
5102,405,1
4404,3154,1
34,484,1
2474,4345,1
4187,2391,1
2474,2391,1
4187,670,1
2474,3282,1
4345,3282,1
3559,2391,1
2474,4187,1
3559,4345,1
4804,1057,1
1144,484,1
4804,989,1
1859,989,1
2926,2402,1
4016,484,1
5036,5487,1
2701,24,1
904,765,1
3626,1129,1
2241,223,1
4246,4005,1
1259,484,1
3982,2954,1
4463,4523,1
5002,1066,1
1523,3192,1
3915,1349,1
1037,35,1
904,484,1
4464,4458,1
2836,4523,1
1264,2497,1
3104,2727,1
166,2727,1
2994,818,1
2994,3940,1
2994,4398,1
2994,1711,1
2994,453,1
369,242,1
369,2584,1
4031,4523,1
291,2467,1
4235,1065,1
5245,3271,1
4235,4106,1
4428,5158,1
5245,3154,1
5245,5207,1
1084,3000,1
5245,137,1
5245,3476,1
5245,3144,1
5245,4993,1
5155,2576,1
3128,1998,1
2594,4775,1
3775,4983,1
4044,4775,1
3116,4775,1
3775,2736,1
3128,4474,1
4798,198,1
1757,3192,1
666,4670,1
1757,4799,1
4973,2602,1
3277,4508,1
4042,2738,1
3277,2650,1
764,1887,1
3094,2447,1
4367,2368,1
4937,5153,1
3171,137,1
1569,5080,1
1569,3154,1
2310,792,1
4108,1796,1
1175,903,1
4106,1848,1
248,1254,1
3411,5309,1
4365,4714,1
401,5172,1
1974,1312,1
809,1489,1
1603,2094,1
3267,4173,1
3267,2657,1
426,166,1
540,107,1
2609,3142,1
935,1651,1
3382,1489,1
3333,3433,1
3778,3433,1
2858,3433,1
3742,719,1
3429,4040,1
1602,4040,1
814,4040,1
4040,1685,1
1602,1685,1
814,1685,1
2050,1685,1
5082,1764,1
2427,1312,1
4354,1651,1
3850,1651,1
1315,1312,1
1021,1312,1
2115,2984,1
3147,1312,1
750,2262,1
806,4595,1
806,4724,1
158,1536,1
4682,4712,1
4505,2509,1
3880,785,1
4227,5075,1
2623,5048,1
2288,1312,1
4736,2523,1
269,1312,1
3101,5209,1
5192,3487,1
1385,4573,1
1385,3191,1
1627,3793,1
3243,1312,1
1566,1089,1
1171,4218,1
387,1312,1
2212,1312,1
510,1144,1
1417,1312,1
3361,3833,1
4915,1312,1
1619,1312,1
4743,5243,1
2664,2947,1
2782,3309,1
3330,2499,1
2499,1962,1
1595,1962,1
5172,1962,1
2876,1962,1
654,1098,1
3309,451,1
1525,451,1
451,3685,1
1122,451,1
4656,1312,1
5172,451,1
5368,4704,1
4441,451,1
3309,1525,1
5053,3309,1
4812,3309,1
3131,1312,1
4846,2401,1
4905,3947,1
1525,1114,1
4441,1114,1
921,1114,1
654,1114,1
1972,2329,1
3907,1525,1
4795,1525,1
2499,1525,1
2947,1525,1
519,3805,1
1407,1595,1
2848,1595,1
827,3307,1
3969,3307,1
4812,5053,1
3967,2499,1
1407,2499,1
2947,2499,1
827,3969,1
4441,2947,1
1619,2427,1
5172,2947,1
3969,519,1
1701,3969,1
4162,1407,1
1966,3041,1
1966,1305,1
5445,811,1
4846,2293,1
2179,1844,1
355,2293,1
5221,1701,1
1374,4139,1
4309,4139,1
1407,5172,1
1619,272,1
2848,5172,1
950,1142,1
733,2448,1
2656,4355,1
2054,4355,1
4655,2835,1
2558,5430,1
787,250,1
5175,1649,1
3766,4924,1
3766,2325,1
3045,1595,1
3319,5073,1
3019,5073,1
1973,1735,1
709,2157,1
2098,3174,1
484,1609,1
2399,4114,1
3174,792,1
3202,3635,1
3202,85,1
5153,2520,1
2073,4031,1
2489,4467,1
1668,1651,1
2548,72,1
801,2068,1
3533,2751,1
1962,3520,1
2173,2141,1
2173,705,1
2173,2751,1
2173,227,1
2173,1784,1
900,36,1
1153,4300,1
4065,4154,1
1483,4154,1
832,1447,1
832,5452,1
3118,1236,1
1976,1236,1
4208,595,1
2718,2854,1
1751,1754,1
1340,533,1
4523,2065,1
4523,171,1
4523,1150,1
4523,361,1
3411,2213,1
1459,1450,1
4802,2751,1
2296,2725,1
3173,1450,1
4059,3031,1
4059,1178,1
4059,2828,1
2418,1450,1
3445,816,1
5135,1450,1
2802,2705,1
2802,2141,1
4252,2695,1
2802,1177,1
274,4471,1
2528,283,1
3459,2695,1
5479,4926,1
5430,1954,1
5394,3397,1
2376,1754,1
3943,721,1
3943,1356,1
2418,2695,1
3943,1978,1
1910,2695,1
4467,5219,1
5303,3886,1
780,5219,1
4077,467,1
3982,1939,1
121,1236,1
1572,2751,1
914,3069,1
914,4957,1
1582,3862,1
128,1266,1
4927,5079,1
4927,2033,1
4927,4097,1
4927,2814,1
2652,2476,1
267,4350,1
3109,5412,1
3605,2070,1
3969,2501,1
3969,1447,1
3459,3939,1
3969,2596,1
1680,1879,1
2377,1076,1
388,3581,1
5366,2723,1
2246,1010,1
4668,4784,1
669,3909,1
5406,1651,1
1814,1786,1
0,822,1
1190,1519,1
890,1804,1
236,1651,1
1637,1143,1
1227,4709,1
1062,4335,1
287,3104,1
3956,2385,1
321,952,1
321,5161,1
3613,1411,1
5086,358,1
1208,4574,1
1817,1150,1
741,1457,1
884,1457,1
213,210,1
217,997,1
580,2445,1
4252,3703,1
4542,2479,1
4720,1651,1
2607,4252,1
4032,4252,1
2307,2733,1
1146,3023,1
3659,4953,1
581,4789,1
2723,822,1
2195,4252,1
3782,4112,1
2015,434,1
1454,7,1
5404,224,1
745,3802,1
3399,4238,1
1680,3034,1
3655,3802,1
3091,1547,1
773,4676,1
4473,4205,1
4473,4335,1
2440,3772,1
2383,1193,1
1367,359,1
3257,1878,1
2751,4020,1
1613,1878,1
2751,4715,1
4649,1878,1
1037,1878,1
2512,1878,1
1444,1878,1
3528,294,1
707,623,1
769,2838,1
769,1795,1
35,623,1
2422,623,1
5256,623,1
2024,5231,1
2877,623,1
1037,623,1
1690,3405,1
144,3405,1
1932,4335,1
5243,3405,1
822,772,1
2430,1061,1
1008,3451,1
1133,2286,1
1008,725,1
4237,1840,1
294,4409,1
2187,5496,1
3739,5496,1
5290,4272,1
4759,1978,1
3581,5385,1
1302,4898,1
2248,4464,1
655,5171,1
1886,1651,1
1163,538,1
4970,4087,1
2194,3388,1
2598,4390,1
536,4137,1
536,1784,1
4135,103,1
481,3676,1
361,3535,1
1937,1236,1
4186,4982,1
3442,2681,1
4951,4097,1
1181,549,1
2259,468,1
4253,549,1
4097,434,1
4011,4272,1
2331,549,1
1143,758,1
638,4272,1
2107,2814,1
3456,4272,1
1715,5309,1
2099,1808,1
3858,1709,1
4722,1709,1
2656,4437,1
2054,4437,1
4281,2518,1
792,1249,1
3465,1167,1
1631,5465,1
1026,1029,1
2758,134,1
327,2573,1
3589,4415,1
4630,3626,1
2941,1736,1
4404,130,1
3680,3847,1
3589,1011,1
676,58,1
2506,2515,1
3022,4728,1
4229,2368,1
1294,1282,1
2368,1527,1
130,3042,1
4229,4728,1
1011,2127,1
2127,676,1
194,4603,1
4046,1213,1
1213,4614,1
1213,2494,1
126,1213,1
2738,1213,1
4654,4595,1
4603,1213,1
5264,1863,1
5264,3705,1
712,4185,1
5361,4753,1
2969,1401,1
2237,2205,1
3022,710,1
3022,4558,1
4099,3184,1
4099,4781,1
4521,4055,1
5264,3144,1
1557,1234,1
1557,1925,1
1465,1525,1
1465,2131,1
1465,1069,1
1465,2454,1
1465,533,1
115,1651,1
2718,1156,1
3587,4005,1
4042,1156,1
4870,5213,1
1962,2293,1
1962,1407,1
1962,5221,1
1962,979,1
5286,1156,1
2467,1156,1
651,1156,1
738,21,1
1676,3476,1
2372,1156,1
497,4603,1
497,710,1
891,4018,1
4333,2786,1
4333,405,1
1910,5390,1
451,1114,1
451,1098,1
451,1595,1
451,2499,1
451,419,1
4367,4330,1
451,2358,1
451,5248,1
451,2947,1
3309,1114,1
3309,1098,1
3309,1595,1
3309,4441,1
3309,654,1
3309,921,1
3309,2947,1
3309,4781,1
1114,1098,1
1114,5053,1
1114,1595,1
1114,2499,1
1114,2947,1
1525,1098,1
1525,5053,1
1525,654,1
1525,5221,1
1525,921,1
1525,5075,1
3101,5158,1
4983,2865,1
3101,2453,1
3101,213,1
342,2865,1
130,4027,1
2127,4005,1
2127,2494,1
2127,712,1
2127,4337,1
4803,1259,1
4273,5,1
4900,2865,1
4694,908,1
1098,5053,1
1098,2947,1
1098,4812,1
908,4522,1
1354,577,1
2320,4861,1
2320,577,1
2738,4055,1
4603,1531,1
4603,2371,1
4603,712,1
3727,107,1
2969,3144,1
2858,213,1
765,4854,1
4185,3856,1
2131,3144,1
2131,4077,1
2131,1259,1
4046,1776,1
4046,577,1
4046,5172,1
5028,2368,1
3857,3805,1
3857,3307,1
5268,2876,1
4523,3849,1
992,712,1
992,4055,1
1595,5000,1
1595,5221,1
1595,3354,1
1595,1092,1
1595,2947,1
4368,2875,1
5082,51,1
5115,51,1
4001,51,1
3650,1990,1
4164,2835,1
3144,2031,1
3144,3342,1
3144,2878,1
4466,1091,1
21,1274,1
171,51,1
4795,2937,1
4795,2499,1
5477,2934,1
5115,5082,1
4001,5082,1
3418,5082,1
2706,2501,1
2371,712,1
1113,1462,1
2494,2537,1
2494,3119,1
4861,577,1
171,5082,1
4001,5115,1
4576,3497,1
4077,2368,1
2242,2377,1
1649,2293,1
1699,3293,1
553,921,1
2757,921,1
1726,3969,1
4404,5075,1
4162,1308,1
298,5235,1
4595,2140,1
2377,2875,1
5270,4243,1
2501,3058,1
2501,2293,1
2501,2230,1
2501,5445,1
2501,811,1
2501,2875,1
2501,4120,1
2501,3218,1
471,1923,1
2453,1316,1
1374,4309,1
214,2487,1
2368,4925,1
344,213,1
4357,1118,1
870,1699,1
5016,1699,1
5,2018,1
3707,5221,1
3707,979,1
3707,4120,1
213,4463,1
5221,552,1
5221,4120,1
4795,1699,1
979,2848,1
3077,3119,1
2947,2228,1
3380,924,1
4062,45,1
1649,2702,1
1649,2735,1
1649,4401,1
1649,5360,1
1649,3767,1
1649,3985,1
1649,3769,1
1649,3020,1
1649,1005,1
1649,823,1
1649,4406,1
1649,3832,1
1649,5355,1
1649,4352,1
1649,640,1
1649,766,1
1649,982,1
1649,1221,1
1649,1941,1
1649,2076,1
1649,3976,1
1649,2332,1
1649,2229,1
1649,4791,1
2672,3454,1
2672,5309,1
5339,1699,1
2672,5227,1
2672,3410,1
2672,3976,1
2672,5404,1
2563,823,1
2563,5355,1
2563,3410,1
3854,1699,1
2934,4173,1
2934,5078,1
2934,462,1
2934,2735,1
2934,2844,1
2934,3985,1
2934,2834,1
2934,5414,1
2934,823,1
2934,1221,1
2934,3410,1
2934,3434,1
5334,142,1
4005,21,1
4803,2824,1
4787,1769,1
1345,2824,1
2702,219,1
578,2580,1
765,2824,1
68,4466,1
1869,2143,1
1312,3334,1
5430,2824,1
3158,1060,1
3855,2632,1
3789,593,1
3785,5264,1
3144,3669,1
820,373,1
2835,2824,1
3914,4384,1
3257,4920,1
1345,1522,1
4575,3302,1
1844,2112,1
3476,1202,1
3818,2824,1
3803,2824,1
1848,1274,1
360,4677,1
2338,1075,1
4989,661,1
258,4989,1
161,2081,1
3418,4989,1
4989,161,1
2074,2824,1
3418,2081,1
5110,4989,1
661,2081,1
258,2081,1
5110,2081,1
4989,2081,1
138,3423,1
2672,1649,1
2672,1167,1
2672,914,1
2681,2824,1
1472,2824,1
2672,143,1
4466,870,1
1992,4816,1
4476,870,1
4139,1269,1
5339,870,1
4879,4046,1
1323,1649,1
1724,142,1
2065,1651,1
5046,4719,1
4666,4719,1
4441,944,1
2177,4466,1
3476,5480,1
1144,2031,1
4795,3669,1
4328,1726,1
1291,2317,1
4093,1906,1
889,2487,1
1535,3732,1
1004,4046,1
2127,908,1
1125,2661,1
3387,4178,1
2955,2386,1
4493,100,1
3144,3056,1
4355,36,1
3987,3969,1
4470,3947,1
5223,3947,1
3687,3947,1
1279,3864,1
3454,2844,1
926,4274,1
926,1844,1
3947,765,1
488,3257,1
2033,558,1
3210,3311,1
3844,352,1
2804,3947,1
792,3947,1
4301,2672,1
2580,2940,1
744,2738,1
4805,3947,1
887,3376,1
887,866,1
1486,3947,1
942,1651,1
2368,2218,1
3302,2368,1
3154,2368,1
2848,3947,1
2368,3707,1
4325,2368,1
4851,2368,1
2368,572,1
4215,3947,1
765,2368,1
2131,2368,1
4795,3226,1
3154,4795,1
3174,1249,1
1803,4795,1
4795,2744,1
4795,4925,1
1210,2326,1
3037,2690,1
1249,5106,1
1249,4523,1
4881,1249,1
1249,148,1
2021,1249,1
4821,1249,1
4854,3174,1
3257,4470,1
792,4470,1
4854,4470,1
533,4470,1
3165,4470,1
907,4470,1
4087,4470,1
2658,2807,1
2239,2807,1
4523,2807,1
792,2807,1
419,2807,1
379,2807,1
1477,2807,1
3487,2807,1
1541,2807,1
4417,4414,1
792,4414,1
2980,4414,1
3144,3407,1
379,3407,1
1508,3407,1
5464,3407,1
4816,2207,1
1005,1487,1
3941,1277,1
1473,1408,1
3550,1533,1
2207,2111,1
1905,3185,1
3348,3117,1
3144,3853,1
39,380,1
441,3476,1
107,5,1
2650,2799,1
1129,3314,1
2392,3189,1
1866,3547,1
5108,3189,1
1678,4795,1
1288,3167,1
1288,86,1
2848,1962,1
5182,5380,1
5182,3596,1
2885,5380,1
1923,3084,1
1923,74,1
1923,3423,1
2210,2523,1
4523,2131,1
2650,3117,1
1470,3772,1
2317,4318,1
2296,3324,1
255,5303,1
1905,455,1
1905,3957,1
1856,2440,1
797,2180,1
2402,1385,1
1649,3465,1
581,2723,1
79,4623,1
79,2601,1
4623,1600,1
79,1600,1
1786,2959,1
1027,1555,1
1666,4882,1
4517,2140,1
533,4281,1
236,5026,1
5063,4255,1
1396,4042,1
1762,1793,1
875,3683,1
875,5402,1
4453,4318,1
1793,3395,1
875,5093,1
1793,5093,1
875,5297,1
875,164,1
875,3579,1
2954,4318,1
5148,5093,1
435,1151,1
875,1762,1
875,749,1
1793,749,1
1399,2760,1
2368,4523,1
3740,4318,1
5093,5352,1
3561,3117,1
5264,664,1
2293,3465,1
1541,3257,1
4374,4354,1
5046,4354,1
1373,5031,1
1962,5016,1
3309,5016,1
1525,5016,1
3086,5016,1
3400,5016,1
3124,5016,1
1345,5016,1
1566,5016,1
2966,5016,1
4523,5016,1
682,3326,1
4466,5016,1
4795,5016,1
1026,5016,1
1441,5016,1
1616,5016,1
60,5016,1
1031,5016,1
3109,5016,1
2172,5016,1
1814,5016,1
5182,5016,1
1259,5016,1
4778,5016,1
710,5016,1
3927,5016,1
181,5016,1
1200,4719,1
4925,5016,1
4307,5016,1
1546,5016,1
4183,5475,1
303,5273,1
2758,3345,1
1657,4216,1
1318,5297,1
1396,5297,1
1318,2197,1
875,2197,1
5044,2197,1
1396,2197,1
4699,1458,1
1793,3712,1
3502,3712,1
5044,3712,1
5002,5093,1
4302,5093,1
1725,5093,1
4046,749,1
5148,749,1
5002,749,1
3523,1271,1
2224,124,1
749,1725,1
5148,1921,1
875,1921,1
1653,1271,1
5234,2859,1
4934,1063,1
1315,1271,1
4326,2548,1
364,2548,1
3144,2548,1
4607,2548,1
4478,2548,1
5325,1271,1
5423,2548,1
65,4253,1
2451,801,1
5353,4748,1
1381,3370,1
3351,4323,1
4478,1271,1
2934,2756,1
5409,2013,1
5155,1271,1
706,2013,1
1841,2396,1
401,2396,1
712,4230,1
2966,3635,1
3814,3635,1
1897,1841,1
3022,1841,1
835,1841,1
2320,1841,1
384,1841,1
4614,1841,1
712,1841,1
2934,1841,1
2288,1271,1
1342,4914,1
3101,4914,1
499,4914,1
2031,4914,1
3967,4914,1
5182,4914,1
2368,4914,1
448,4914,1
2530,4870,1
1364,4870,1
497,4870,1
3261,4870,1
2266,4870,1
4046,4870,1
2494,4870,1
1983,4870,1
4246,4870,1
577,4870,1
1280,4870,1
316,4870,1
4818,1271,1
3555,2349,1
1866,2379,1
5479,2379,1
4915,1271,1
5000,2379,1
2982,2379,1
5087,3337,1
1758,3337,1
3329,3337,1
573,1271,1
933,3337,1
2352,3337,1
16,3337,1
1642,3337,1
3322,3337,1
408,3337,1
5052,1853,1
336,1853,1
933,1853,1
4656,1271,1
5329,1853,1
16,1853,1
1956,2417,1
1704,4569,1
421,4569,1
1704,1051,1
1871,1051,1
4818,5332,1
326,1051,1
4767,3533,1
1176,3533,1
336,3533,1
933,3533,1
5329,3533,1
3769,2620,1
4136,3533,1
3555,3533,1
3322,3533,1
4818,2620,1
1176,4856,1
862,4856,1
1758,4856,1
3329,4856,1
336,4856,1
3413,2620,1
2352,4856,1
5329,4856,1
4876,4856,1
4358,4856,1
3322,4856,1
5035,3828,1
2369,3828,1
729,3828,1
4343,3828,1
3630,3828,1
2292,3828,1
4220,3828,1
2150,493,1
4317,582,1
4738,4317,1
3144,4119,1
3915,4119,1
3099,4119,1
4847,1772,1
2339,200,1
200,2907,1
929,200,1
929,5121,1
2339,2907,1
166,3417,1
3332,564,1
1345,4909,1
3202,3814,1
3635,2824,1
4716,1962,1
1099,3104,1
3101,1962,1
2125,1962,1
1484,1962,1
1775,1962,1
993,1962,1
4523,1962,1
3144,1962,1
1198,1962,1
2442,1962,1
2007,3104,1
4820,1144,1
3330,1962,1
1123,1962,1
4820,3732,1
2091,1962,1
3306,1962,1
181,1962,1
2758,1962,1
2251,3335,1
512,1962,1
3795,1962,1
1723,1962,1
2737,1962,1
62,1962,1
3542,1962,1
4218,2150,1
5336,4794,1
4466,4794,1
5400,4794,1
4577,4794,1
2758,4794,1
671,5336,1
5373,1849,1
863,5416,1
2530,2738,1
5103,2530,1
2530,1016,1
2530,2008,1
2850,2530,1
4246,2530,1
5200,2530,1
3868,2530,1
543,3095,1
2948,180,1
5477,3163,1
1863,3725,1
4795,2421,1
2368,2421,1
3361,5343,1
3705,5343,1
2617,1713,1
1318,1713,1
196,5409,1
4570,5409,1
2350,5409,1
1672,5409,1
2418,5409,1
4377,5409,1
1590,5409,1
5435,4224,1
4177,3101,1
3228,4521,1
3228,4632,1
3228,1028,1
5378,5038,1
2767,5251,1
2881,4708,1
1162,5251,1
5457,2241,1
2061,2241,1
3076,2241,1
4664,2241,1
619,2241,1
455,2263,1
1905,2263,1
5457,3931,1
4664,3931,1
1707,3931,1
5457,4967,1
4252,5251,1
4664,4967,1
4978,4967,1
5293,4967,1
4967,4511,1
2392,5251,1
2294,3228,1
5457,983,1
4664,983,1
1707,983,1
1543,747,1
900,4991,1
900,3239,1
900,195,1
5406,3319,1
4795,1901,1
3239,3657,1
4535,5251,1
830,2457,1
708,1028,1
1945,5251,1
4466,3894,1
1335,947,1
4634,5036,1
3717,5036,1
2252,5036,1
3355,5036,1
1491,5036,1
2131,1364,1
4523,1364,1
3934,1028,1
4795,1364,1
1252,1364,1
3147,1364,1
2246,1364,1
3647,1364,1
725,1364,1
4953,1364,1
1823,1364,1
2562,1364,1
3148,1364,1
413,1364,1
731,1364,1
3463,1364,1
2618,1364,1
2482,1364,1
4664,1915,1
2738,2563,1
452,2563,1
993,2563,1
5188,2563,1
3915,2563,1
792,2563,1
977,2563,1
2746,2563,1
4274,2563,1
5456,2563,1
4957,2563,1
1598,2563,1
396,2563,1
2735,2563,1
1348,2563,1
2374,2563,1
3755,4843,1
149,3765,1
2122,2103,1
1230,2103,1
3101,3761,1
869,1534,1
234,1534,1
4229,1534,1
712,1534,1
2961,1534,1
1527,1534,1
248,4549,1
290,1254,1
2637,1254,1
2478,1254,1
248,5435,1
248,1989,1
2754,1989,1
5353,1989,1
2637,1989,1
1657,1989,1
248,694,1
3060,551,1
2954,3812,1
4005,551,1
21,551,1
3574,641,1
3574,4767,1
869,3312,1
21,1500,1
3008,1500,1
5328,1678,1
5223,1678,1
3449,1678,1
4839,1678,1
2566,1678,1
3557,1678,1
1113,1678,1
1162,4096,1
2328,1678,1
2059,4096,1
2368,1678,1
2071,1678,1
448,1678,1
1462,1678,1
3351,4096,1
